language,repo,path,func_name,original_code,original_comment,code_token_length
javascript,ariatemplates/ariatemplates,src/aria/templates/ClassGenerator.js,,"function (template, optionsOrAllDeps, callback, context, debug, skipLogError) {
            var tree, errors;
            var options = normalizeOptions(optionsOrAllDeps, context, debug, skipLogError);
            try {
                tree = this._parser.parseTemplate(template, options.errorContext, this.STATEMENTS, options.skipLogError);
            } catch (e) {
                errors = e.errors || e;
            }
            if (tree == null) {
                this.$callback(callback, {
                    classDef : null,
                    errors : errors || true
                });
                return;
            }
            this.__buildClass(tree, options, callback);
        }","Parse the given template, and send the generated class definition to the callback function. The first
parameter given to the callback function is: { classDef: {String} if null, errors occured during parsing or
class generation; otherwise contains the generated class }
@param {String} template the template
@param {aria.templates.CfgBeans:ClassGeneratorCfg} options Options for the class generation.
@param {aria.core.CfgBeans:Callback} callback the callback description",115
javascript,TheCocoaProject/cordova-plugin-nativestorage,www/mainHandle.js,StorageHandle,"function StorageHandle() {
  this.storageSupport = storageSupportAnalyse();
  switch (this.storageSupport) {
    case 0:
      var exec = require('cordova/exec');
      this.storageHandlerDelegate = exec;
      break;
    case 1:
      var localStorageHandle = require('./LocalStorageHandle');
      this.storageHandlerDelegate = localStorageHandle;
      break;
    case 2:
      console.log(""ALERT! localstorage isn't supported"");
      break;
    default:
      console.log(""StorageSupport Error"");
      break;
  }
}","if storage not available gracefully fails, no error message for now",83
javascript,IdentityModel/oidc-client-js,jsrsasign/ext/cj/pbkdf2.js,,"function (password, salt) {
            // Shortcut
            var cfg = this.cfg;

            // Init HMAC
            var hmac = HMAC.create(cfg.hasher, password);

            // Initial values
            var derivedKey = WordArray.create();
            var blockIndex = WordArray.create([0x00000001]);

            // Shortcuts
            var derivedKeyWords = derivedKey.words;
            var blockIndexWords = blockIndex.words;
            var keySize = cfg.keySize;
            var iterations = cfg.iterations;

            // Generate key
            while (derivedKeyWords.length < keySize) {
                var block = hmac.update(salt).finalize(blockIndex);
                hmac.reset();

                // Shortcuts
                var blockWords = block.words;
                var blockWordsLength = blockWords.length;

                // Iterations
                var intermediate = block;
                for (var i = 1; i < iterations; i++) {
                    intermediate = hmac.finalize(intermediate);
                    hmac.reset();

                    // Shortcut
                    var intermediateWords = intermediate.words;

                    // XOR intermediate with block
                    for (var j = 0; j < blockWordsLength; j++) {
                        blockWords[j] ^= intermediateWords[j];
                    }
                }

                derivedKey.concat(block);
                blockIndexWords[0]++;
            }
            derivedKey.sigBytes = keySize * 4;

            return derivedKey;
        }","Computes the Password-Based Key Derivation Function 2.

@param {WordArray|string} password The password.
@param {WordArray|string} salt A salt.

@return {WordArray} The derived key.

@example

var key = kdf.compute(password, salt);",225
javascript,nodegit/nodegit,lib/tree.js,bfs,"function bfs(error, tree) {
    total--;

    if (error) {
      return event.emit(""error"", error);
    }

    tree.entries().forEach(function (entry, entryIndex) {
      if (!blobsOnly || entry.isFile() && !entries.has(entry)) {
        event.emit(""entry"", entry);
        entries.add(entry);

        // Node 0.12 doesn't support either [v for (v of entries)] nor
        // Array.from so we'll just maintain our own list.
        finalEntires.push(entry);
      }

      if (entry.isTree()) {
        total++;
        entry.getTree(bfs);
      }
    });

    if (total === 0) {
      event.emit(""end"", finalEntires);
    }
  }","This looks like a DFS, but it is a BFS because of implicit queueing in the recursive call to `entry.getTree(bfs)`",129
javascript,THEjoezack/BoxPusher,public/js-roguelike-skeleton/src/multi-object-manager.js,MultiObjectManager,"function MultiObjectManager(game, ObjectConstructor, width, height) {
        this.game = game;
        this.ObjectConstructor = ObjectConstructor;
        this.objects = [];
        this.map = new RL.Array2d();
        this.setSize(width, height);

        var map = this.map;
        this.map.each(function(val, x, y){
            map.set(x, y, []);
        });
    }","Manages a list of object and their tile positions.
Multiple objects can be at a given tile map coord.
Handles adding, removing, moving objects within the game.
@class MultiObjectManager
@constructor
@param {Game} game - Game instance this `MultiObjectManager` is attached to.
@param {Object} ObjectConstructor - Object constructor used to create new objects with `this.add()`.
@param {Number} [width] - Width of current map in tiles.
@param {Number} [height] - Height of current map in tiles.",89
javascript,remarkjs/remark,packages/remark-parse/lib/decode.js,decoder,"function decoder(value, position, handler) {
    entities(value, {
      position: normalize(position),
      warning: handleWarning,
      text: handler,
      reference: handler,
      textContext: ctx,
      referenceContext: ctx
    })
  }",Decode `value` (at `position`) into text-nodes.,44
javascript,hareko/js-merge-xml,example.js,,"function() {
    var r = [];
    for (var i = 0; i < fls.length; i += 2) {
      if (fls[i + 1]) {
        r.push(fls[i]);
      } else {
        r = fls[i + 1] === false ? fls[i] : null;
        break;
      }
    }
    return r;
  }","Check results
@return {mixed} array -- files list
string -- error
null -- loading yet",77
javascript,treshugart/ubercod,index.js,getInst,"function getInst (bind, args) {
    args = resolveDeps(args);
    return isCtor ? applyCtor(func, args) : func.apply(bind, args);
  }",Returns a dependency. It checks to see if it's a constructor function or a regular function and calls it accordingly.,35
javascript,lsm/alfa,src/injection.js,createInjector,"function createInjector(type, creator) {
  return function(WrappedComponent, inputs, outputs) {
    if (typeof WrappedComponent === 'function') {
      const componentName = WrappedComponent.name
      inputs = normalizeInputs(componentName, inputs, WrappedComponent.keys)
      outputs = normalizeOutputs(componentName, inputs, outputs)
      return creator(WrappedComponent, inputs, outputs)
    } else {
      // istanbul ignore next
      const error = `alfa.${type} only accepts function or class. Got ""${typeof WrappedComponent}"".`
      throw new TypeError(error)
    }
  }
}",Private functions,88
javascript,mantoni/glob-tree.js,lib/iterator.js,SingleStarIterator,"function SingleStarIterator(node, match, all) {
  this.q = node.children.toArray();
  this.m = match;
  this.a = all;
}","/*
Iterator for single start expressions like ""*.a"".",35
javascript,warncke/immutable-ai,lib/immutable-ai.js,resetCall,"function resetCall (call) {
    // shallow clone call so that original can be reset
    var callClone = _.clone(call)
    // reset call state
    call.namespace = undefined
    call.module = undefined
    call.method = undefined
    // return cloned call
    return callClone
}","@function resetCall

reset call properties to undefined and return clone of original call

@params {object} call

@returns {object}",36
javascript,craftyjs/Crafty,src/sound/sound.js,,"function() {
            this.supported = {};
            // Without support, no formats are supported
            if (!Crafty.support.audio) return;
            var audio = this.audioElement(),
                canplay;
            for (var i in this.codecs) {
                canplay = audio.canPlayType(this.codecs[i]);
                if (canplay !== """" && canplay !== ""no"") {
                    this.supported[i] = true;
                } else {
                    this.supported[i] = false;
                }
            }
        }",Function to setup supported formats,93
javascript,eslint/eslint,lib/rules/func-name-matching.js,isIdentifier,"function isIdentifier(name, ecmaVersion) {
    if (ecmaVersion >= 6) {
        return esutils.keyword.isIdentifierES6(name);
    }
    return esutils.keyword.isIdentifierES5(name);
}","Determines if a string name is a valid identifier
@param {string} name The string to be checked
@param {int} ecmaVersion The ECMAScript version if specified in the parserOptions config
@returns {boolean} True if the string is a valid identifier",37
javascript,Adyen/adyen-cse-web,js/adyen.encrypt.js,,"function ( fields ) {

            var field, data = {}, key, value;

            for ( var i = fields.length - 1; i >= 0; i-- ) {

                field = fields[ i ];

                field.removeAttribute( 'name' );
                key = field.getAttribute( this.fieldNameAttribute );
                value = field.value;

                // Cater for select boxes
                if ( field.options && typeof field.selectedIndex !== ""undefined"" ) {
                    value = field.options[ field.selectedIndex ].value;
                }

                data[ key ] = value;

            }
            
            return data;

        }","/*
Creates JSON object

@param fields {Array} An array of fields to convert to JSON.

@return data {JSON} The data as JavaScript Object Notation",108
javascript,atomixinteractions/createrest,packages/createrest/lib/flatten.js,flattenize,"function flattenize(routes, prefix, parent) {
  const list = {}

  Object.keys(routes.local).forEach((method) => {
    const localName = prefix === '' ? '/' : `${prefix}/`

    if (!list[localName]) {
      list[localName] = {}
    }
    list[localName][method] = [].concat(
      parent.before,
      routes.before,
      routes.local[method],
      routes.after,
      parent.after
    )
  })

  Object.keys(routes.scoped).forEach((scope) => {
    const scoped = routes.scoped[scope]
    const listeners = flattenize(scoped, `${prefix}/${scope}`, {
      before: parent.before.concat(routes.before),
      after: routes.after.concat(parent.after),
    })

    Object.assign(list, listeners)
  })

  return list
}","Recursive flatten
@private
@param {RestRoutes} routes Routes object from `createRest()`
@param {string} prefix Add prefix to each route path
@param {RestRoutes} parent Parent routes",183
javascript,joeferner/redis-commander,web/static/scripts/redisCommander.js,removeInputValidator,"function removeInputValidator(inputId) {
  if (typeof inputId === 'string') {
      inputId = $(document.getElementById(inputId));
  }
  inputId.off('keyup').removeClass('validate-negative').removeClass('validate-positive');
}","Remove all input validators attached to an form element (keyup handler)
as well as visual decorations applied

@param {string|object} inputId id of input element or jquery object to remove handler and decoration from",45
javascript,markuz-gj/super-stream.through,index.js,objFactory,"function objFactory (cfg) {
  return function obj (options, transform, flush) {
    if (isFunction(options)) {
      flush = transform
      transform = options
      options = cfg
    } else {
      options = defaults(options, cfg)
    }
    if (arguments.length === 0) {
      options = cfg
    }

    options.objectMode = true
    return mainFactory(options)(options, transform, flush)
  }
}","@static
@param {Function=} transform - `_transform` function as described [here](http://nodejs.org/docs/latest/api/stream.html#stream_class_stream_transform)
@param {Function=} flush - `_flush` function as described [here](http://nodejs.org/docs/latest/api/stream.html#stream_class_stream_transform) (same link as above)
@return {Transform} A instance of `Transform` stream from `readable-stream@1.0.x`

@readme

##\## _through.obj([transfromFn,] [flushFn])_

@description

It is a conveniece method for `through({objectMode: true}, transformFn, flushFn);`
If called without arguments, returns a passthrough `Transform`

Note: This is the same `obj` method from `through2`

@example

```javascript
var stream = through.obj(function(string, enc, done){
expect(string).to.be.deep.equal({data: 'myData'});
done();
});
stream.write({data: 'myData'});
```",78
javascript,ihh/bracery,src/parsetree.js,funcType,"function funcType (funcname) {
  if (funcname === 'reduce' || funcname === 'vars' || funcname === 'math' || funcname === 'parse' || funcname === 'placeholder' || funcname === 'reveal' || funcname === 'layout')
    return funcname
  if (funcname === 'link')
    return 'link'
  if (funcname === 'call' || funcname === 'xcall')
    return 'call'
  if (binaryFunction[funcname] || funcname === 'apply' || funcname === 'xapply')
    return 'apply'
  if (varFunction[funcname])
    return 'push'
  if (regexFunction[funcname])
    return 'match'
  if (funcname === 'map' || funcname === 'filter' || funcname === 'numsort' || funcname === 'lexsort')
    return 'map'
  if (funcname === 'strictquote' || funcname === 'quote' || funcname === 'unquote')
    return 'quote'
  return 'list'
}",funcType(funcname) returns the function that is the canonical example of how funcname's arguments are rendered,132
javascript,neyric/webhookit,public/javascripts/yui/storage/storage.js,,"function(key) {
			var rs = _engine.execute('SELECT value FROM ' + _TABLE_NAME + ' WHERE key=""' + eURI(key) + '"" AND location=""' + eURI(this._location) + '""'),
				value = '';

			try {
				while (rs.isValidRow()) {
					var temp = rs.field(0);
					value += rs.field(0);
					rs.next();
				}
			}
			finally {
				rs.close();
			}

			return value ? dURI(value) : null;
		}","/*
Implementation to fetch an item from the storage engine.
@see YAHOO.util.Storage._getItem",97
javascript,constantology/n8iv,src/Function.js,,"function( ctx ) {
			var args = Array.coerce( arguments, 1 ), fn = this;
			return function attempting() {
				try { return fn.apply( ctx || this, args ); }
				catch ( e ) { return e; }
			}();
		}",methods,56
javascript,pureqml/qmlcore,platform/video.videojs/dist/video.es.js,ProgressControl,"function ProgressControl(player, options) {
    classCallCheck(this, ProgressControl);

    var _this = possibleConstructorReturn(this, _Component.call(this, player, options));

    _this.handleMouseMove = throttle(bind(_this, _this.handleMouseMove), 25);
    _this.on(_this.el_, 'mousemove', _this.handleMouseMove);

    _this.throttledHandleMouseSeek = throttle(bind(_this, _this.handleMouseSeek), 25);
    _this.on(['mousedown', 'touchstart'], _this.handleMouseDown);
    return _this;
  }","Creates an instance of this class.

@param {Player} player
The `Player` that this class should be attached to.

@param {Object} [options]
The key/value store of player options.",104
javascript,epii-io/epii-node-html5,lib/renderer.js,renderToString,"function renderToString(meta) {
  if (meta.html) return meta.html.source
  var output = [
    '<!DOCTYPE html>', '<html>', '<head>', '<meta charset=""utf8"" />'
  ]
  var { head, body } = meta
  head.metas.forEach(e => output.push(renderMeta(e.name, e.http, e.content)))
  head.styles.forEach(e => output.push(renderStyle(e.type, e.src, e.source)))
  head.scripts.forEach(e => output.push(renderScript(e.type, e.src, e.source)))
  if (head.title) output.push(`<title>${head.title}</title>`)
  if (head.icon) output.push(renderIcon(head.icon.type, head.icon.src))
  output.push('</head>', '<body>')
  if (body.holder) output.push(body.holder.source)
  body.injectA.forEach(e => output.push(renderScript(e.type, e.src, e.source)))
  body.scripts.forEach(e => output.push(renderScript(e.type, e.src, e.source)))
  body.injectB.forEach(e => output.push(renderScript(e.type, e.src, e.source)))
  output.push('</body>', '</html>')
  return concatString(output)
}","render view to HTML5

@return {ViewMeta}",287
javascript,adobe/brackets,src/filesystem/impls/appshell/AppshellFileSystem.js,moveToTrash,"function moveToTrash(path, callback) {
        appshell.fs.moveToTrash(path, function (err) {
            callback(_mapError(err));
        });
    }","Move the file or directory at the given path to a system dependent trash
location, calling back asynchronously with a possibly null FileSystemError
string. Directories will be moved even when non-empty.

@param {string} path
@param {function(string)=} callback",33
javascript,skylerlee/wavebell,lib/media/user_media.js,getUserMedia,"function getUserMedia (constraints) {
  if (props('navigator.mediaDevices.getUserMedia').hadBy(window)) {
    let medias = props('navigator.mediaDevices').from(window)
    return medias.getUserMedia(constraints)
  }
  let userMediaGetter = navigator.getUserMedia ||
                        navigator.webkitGetUserMedia ||
                        navigator.mozGetUserMedia ||
                        navigator.msGetUserMedia
  if (!userMediaGetter) {
    throw new Error('getUserMedia is not supported by this browser')
  }
  return new Promise((resolve, reject) => {
    userMediaGetter(constraints, resolve, reject)
  })
}","Shim for MediaDevices#getUserMedia method
@param {object} constraints - The user media constraints",92
javascript,Mammut-FE/nejm,src/util/chain/NodeList.js,,"function(_event, _selector, _handler){
            _selector = $._cleanSelector(_selector);
            return this._$forEach(function(_node){
                var _uid = $._$uid(_node),
                    _handlers = $._delegateHandlers[_uid] || ($._delegateHandlers[_uid] = {}),
                    _events = _handlers[_event] || (_handlers[_event] = {}),
                    _selectors = _events[_selector] || (_events[_selector] = []);

                var _realCb = function(_e) {//正式回调
                    var _trigger;
                    if (_trigger = _bubbleUp(_selector, _e.target || _e.srcElement , _node)) {
                        _handler.apply(_trigger, arguments);
                    }
                };
                // 保存引用 以可以正确off
                _realCb._raw = _handler;
                _selectors.push(_realCb);
                // 假如不存在对应的容器，则先创建
                _v._$addEvent(_node, _event, _realCb);
                // Fix: 我们保存原始_handler为了 nej的 delEvent可以正确解绑
                // 省去再存储一份handler列表的开销
            });
        }",事件相关 ============== 私有方法  注册事件代理,169
javascript,prey/prey-node-client,lib/conf/tasks/prey_user.js,create_user,"function create_user(cb) {
  debug('Creating user ' + prey_user + '...');
  exec(__dirname + '/utils/create_user.sh ' + prey_user, function(err, out) {
    if (out) log(out.trim());

    // only return error if code == 1
    if (err && parseInt(err.code) == 1)
      return cb(err);

    cb();
  });
}",////////////////////////////////// the functions themselves,71
javascript,necolas/react-native-web,packages/react-native-web/src/vendor/react-native/VirtualizeUtils/index.js,newRangeCount,"function newRangeCount(
  prev: {first: number, last: number},
  next: {first: number, last: number},
): number {
  return (
    next.last -
    next.first +
    1 -
    Math.max(
      0,
      1 + Math.min(next.last, prev.last) - Math.max(next.first, prev.first),
    )
  );
}","Computes the number of elements in the `next` range that are new compared to the `prev` range.
Handy for calculating how many new items will be rendered when the render window changes so we
can restrict the number of new items render at once so that content can appear on the screen
faster.",81
javascript,wikimedia/web-stream-util,lib/index.js,readerToStream,"function readerToStream(reader) {
    return new ReadableStream({
        pull(controller) {
            return reader.read()
                .then(res => {
                    if (res.done) {
                        controller.close();
                    } else {
                        controller.enqueue(res.value);
                    }
                });
        },
        cancel(reason) { return reader.cancel(reason); }
    });
}","Adapt a Reader to an UnderlyingSource, for wrapping into a ReadableStream.

@param {Reader} reader
@return {ReadableStream}",77
javascript,ariatemplates/noder-js,doc/js/top-scrolling.js,currentYPosition,"function currentYPosition() {
	// Firefox, Chrome, Opera, Safari
	if (self.pageYOffset) return self.pageYOffset;
	// Internet Explorer 6 - standards mode
	if (document.documentElement && document.documentElement.scrollTop)
		return document.documentElement.scrollTop;
	// Internet Explorer 6, 7 and 8
	if (document.body.scrollTop) return document.body.scrollTop;
	return 0;
}",/* Functions to manage the smooth scrool from the bottom to the top of the page,57
javascript,redisjs/jsr-server,lib/argv.js,argv,"function argv(args) {
  var out = {directives: {}}
    , i = 0;

  /* istanbul ignore next: never use process.argv in tests */
  args = args || process.argv.slice(2);
  if(!args.length) return out;

  // read conf from stdin
  if(args[i] === STDIN) {
    out.stdin = true;
    i++;
  // conf should be first arg
  }else if(!PTN.test(args[i])) {
    out.file = args[i];
    i++;
  }

  function add(key, value) {
    if(!key || value === null) return;
    if(!out.directives[key]) {
      out.directives[key] = value;
    // handle repeated directives, create an array
    }else if(out.directives[key]
      && !Array.isArray(out.directives[key])){
      out.directives[key] = [out.directives[key]];
      out.directives[key].push(value)
    // append to existing array value
    }else{
      out.directives[key].push(value)
    }
  }

  function gobble(arg, key, value) {
    if(arg === undefined) return add(key, value);
    value = value || '';
    if(PTN.test(arg)) {
      key = arg.replace(PTN, '');
      // gobble up value arguments
      while((arg = args[i++]) !== undefined && !PTN.test(arg)) {
        if(value) value += ' ';
        value += arg;
      }
      if(PTN.test(arg)) i--;
      add(key, value);
      value = null;
    }else{
      if(value) value += ' ';
      value += arg;
    }
    gobble(args[i++], key, value);
  }
  gobble(args[i]);
  return out;
}",Parse arguments redis-server style.,356
javascript,tolokoban/ToloFrameWork,lib/module.js,getSynonyms,"function getSynonyms(moduleName) {
    const preferredName = moduleName.split(""."").join(""/"");
    if( preferredName === moduleName) {
        return [moduleName];
    }
    return [preferredName, moduleName];
}","Names with dots can be found in subfolder.
For instance a module named ""tfw.view.textbox"" can have its javascript code
in ""tfw/view/textbox.js"" or in ""tfw.view.textbox.js"".
The first syntax is prefered.

@param {string} moduleName - Name of the module with dots.
@returns {array} One or two synonyms for this module name.",42
javascript,alanshaw/david,bin/david.js,filterDeps,"function filterDeps (deps) {
  if (!filterList.length) return deps

  return Object.keys(deps).reduce(function (filteredDeps, name) {
    if (filterList.indexOf(name) !== -1) {
      filteredDeps[name] = deps[name]
    }
    return filteredDeps
  }, {})
}",Filter the passed deps (result from david) by the dependency names passed on the command line,63
javascript,withjam/connect-marklogic,lib/connect-marklogic.js,MarkLogicStore,"function MarkLogicStore(options) {
    options = options || {};
    var collectionName = options.collection || defaultOptions.collection;
    this.baseUri = options.baseUri || encodeURI(collectionName.replace(/\s/g,'-'));

    Store.call(this, options);

    this.collectionName = collectionName;
    this.ttl =  options.ttl || defaultOptions.ttl || 0;

    // retain the client that was passed in, or create a new client
    this.db = options.client || marklogic.createDatabaseClient(options);

  }","Initialize MarkLogicStore with the given `options`.

@param {Object} options
@api public",93
javascript,aurelia/router,dist/amd/aurelia-router.js,,"function (navigationInstruction, callbackName, next, ignoreResult) {
        var plan = navigationInstruction.plan;
        var infos = findDeactivatable(plan, callbackName);
        var i = infos.length; // query from inside out
        function inspect(val) {
            if (ignoreResult || shouldContinue(val)) {
                return iterate();
            }
            return next.cancel(val);
        }
        function iterate() {
            if (i--) {
                try {
                    var viewModel = infos[i];
                    var result = viewModel[callbackName](navigationInstruction);
                    return processPotential(result, inspect, next.cancel);
                }
                catch (error) {
                    return next.cancel(error);
                }
            }
            navigationInstruction.router.couldDeactivate = true;
            return next();
        }
        return iterate();
    }","Recursively find list of deactivate-able view models
and invoke the either 'canDeactivate' or 'deactivate' on each
@internal exported for unit testing",147
javascript,choojs/nanohtml,lib/babel.js,removeBindingImport,"function removeBindingImport (binding) {
  const path = binding.path
  if (path.parentPath.isImportDeclaration() &&
      // Remove the entire Import if this is the only imported binding.
      path.parentPath.node.specifiers.length === 1) {
    path.parentPath.remove()
  } else {
    path.remove()
  }
}",Remove a binding and its import or require() call from the file.,53
javascript,Tamersoul/magic-wand-js,jsfiddle/OpenLayers.debug.js,,"function(filter) {
        this.filter = filter;
        var previousCache = this.cache;
        this.cache = [];
        // look through layer for features to remove from layer
        this.handleAdd({features: this.layer.features});
        // cache now contains features to remove from layer
        if (this.cache.length > 0) {
            this.caching = true;
            this.layer.removeFeatures(this.cache.slice());
            this.caching = false;
        }
        // now look through previous cache for features to add to layer
        if (previousCache.length > 0) {
            var event = {features: previousCache};
            this.handleAdd(event);
            if (event.features.length > 0) {
                // event has features to add to layer
                this.caching = true;
                this.layer.addFeatures(event.features);
                this.caching = false;
            }
        }
    }","APIMethod: setFilter
Update the filter for this strategy.  This will re-evaluate
any features on the layer and in the cache.  Only features
for which filter.evalute(feature) returns true will be
added to the layer.  Others will be cached by the strategy.

Parameters:
filter - {<OpenLayers.Filter>} A filter for evaluating features.",145
javascript,neyric/webhookit,public/javascripts/yui/menu/menu-debug.js,,"function () {

	Menu.superclass.initEvents.call(this);

    // Create custom events

	var i = EVENT_TYPES.length - 1,
		aEventData,
		oCustomEvent;


	do {

		aEventData = EVENT_TYPES[i];

		oCustomEvent = this.createEvent(aEventData[1]);
		oCustomEvent.signature = CustomEvent.LIST;
		
		this[aEventData[0]] = oCustomEvent;

	}
	while (i--);

}","Public methods 
@method initEvents
@description Initializes the custom events for the menu.",76
javascript,vanng822/gps-util,lib/calc.js,,"function(points, callback, fromIndex, toIndex) {
	var i, len, index, currentDistance, currentSpeed, fastestSpeed = 0, slowestSpeed = 100000000;
	var result;
	len = points.length - 1;
	i = 0;
	if(fromIndex && fromIndex > 0 && fromIndex < len) {
		i = fromIndex;
	}
	if(toIndex && toIndex < len) {
		len = toIndex;
	}
	if(points.length < 2 || len - i < 2) {
		return callback(new Error('Result can not be calculated properly with data points less than 2'), null);
	}

	try {
		result = new TrackingResult();
		index = 0;
		result.points[index] = Trackpoint.copy(points[i]);
		result.points[index].distance = 0;
		for(; i < len; i++, index++) {
			result.points[index + 1] = Trackpoint.copy(points[i + 1]);
			currentDistance = distance.getDistance(result.points[index].lng, result.points[index].lat, result.points[index + 1].lng, result.points[index + 1].lat);
			currentSpeed = speed.calculateSpeed(currentDistance, result.points[index].time, result.points[index + 1].time);
			result.totalDistance += currentDistance;
			result.points[index + 1].distance = result.points[index].distance + currentDistance;
			result.points[index + 1].speed = currentSpeed;
			if(currentSpeed > fastestSpeed) {
				fastestSpeed = currentSpeed;
			}
			if(currentSpeed < slowestSpeed) {
				slowestSpeed = currentSpeed;
			}
		}
		result.points[0].speed = result.points[1].speed;
		result.averageSpeed = speed.calculateSpeed(result.totalDistance, result.points[0].time, result.points[index].time);
		result.fastestSpeed = fastestSpeed;
		result.slowestSpeed = slowestSpeed;
		result.totalTime = time.getDiffInSecs(result.points[0].time, result.points[index].time);
		callback(null, result);
	} catch(e) {
		callback(e, null);
	}
}","Calculate speed and distance

First point assumed same speed as the second point

TODO: calculate based on more than 2 points for better values",433
javascript,jsreport/jsreport-embedded-store,lib/persistence.js,Persistence,"function Persistence(options) {
    this.db = options.db;
    this.inMemoryOnly = this.db.inMemoryOnly;
    this.directoryName = this.db.filename;
    this.keys = options.keys || [""_id""];

    //jsreport - we need to have parallel cache with _id index because nedb is removing
    //fist from indexes and then from Persistence. Therefore we would have no way of nowing
    //the document key and would not be able to get correct filename to delete.
    this.dataByIdCache = {};


    // For NW apps, store data in the same directory where NW stores application data
    if (this.directoryName && options.nodeWebkitAppName) {
        console.log(""=================================================================="");
        console.log(""WARNING: The nodeWebkitAppName option is deprecated"");
        console.log(""To get the path to the directory where Node Webkit stores the data"");
        console.log(""for your app, use the internal nw.gui module like this"");
        console.log(""require('nw.gui').App.dataPath"");
        console.log(""See https://github.com/rogerwang/node-webkit/issues/500"");
        console.log(""=================================================================="");
        this.directoryName = Persistence.getNWAppFilename(options.getNWAppDirectoryName, this.directoryName);
    }

    Persistence.ensureDirectoryExists(this.directoryName);
}","Create a new Persistence object for database options.db
@param {Datastore} options.db
@param {Boolean} options.nodeWebkitAppName Optional, specify the name of your NW app if you want options.filename to be relative to the directory where
Node Webkit stores application data such as cookies and local storage (the best place to store data in my opinion)",145
javascript,BabylonJS/Spector.js,sample/assets/js/babylon.max.js,TouchCamera,"function TouchCamera(name, position, scene) {
            var _this = _super.call(this, name, position, scene) || this;
            _this.inputs.addTouch();
            _this._setupInputs();
            return _this;
        }",-- end properties for backward compatibility for inputs,46
javascript,apache/incubator-echarts,src/component/axis/AngleAxisView.js,fixAngleOverlap,"function fixAngleOverlap(list) {
    var firstItem = list[0];
    var lastItem = list[list.length - 1];
    if (firstItem
        && lastItem
        && Math.abs(Math.abs(firstItem.coord - lastItem.coord) - 360) < 1e-4
    ) {
        list.pop();
    }
}",Remove the last tick which will overlap the first tick,63
javascript,jillix/svg.connectable.js,example/js/svg.js,,"function() {
      return this
        .attr({ xmlns: SVG.ns, version: '1.1' })
        .attr('xmlns:xlink', SVG.xlink, SVG.xmlns)
        .attr('xmlns:svgjs', SVG.svgjs, SVG.xmlns)
    }",Add namespaces,48
javascript,marook/osm-read,lib/proto/index.js,Relation,"function Relation(properties) {
            this.keys = [];
            this.vals = [];
            this.rolesSid = [];
            this.memids = [];
            this.types = [];
            if (properties)
                for (var keys = Object.keys(properties), i = 0; i < keys.length; ++i)
                    if (properties[keys[i]] != null)
                        this[keys[i]] = properties[keys[i]];
        }","Properties of a Relation.
@memberof OSMPBF
@interface IRelation
@property {number|Long} id Relation id
@property {Array.<number>|null} [keys] Relation keys
@property {Array.<number>|null} [vals] Relation vals
@property {OSMPBF.IInfo|null} [info] Relation info
@property {Array.<number>|null} [rolesSid] Relation rolesSid
@property {Array.<number|Long>|null} [memids] Relation memids
@property {Array.<OSMPBF.Relation.MemberType>|null} [types] Relation types
 
Constructs a new Relation.
@memberof OSMPBF
@classdesc Represents a Relation.
@implements IRelation
@constructor
@param {OSMPBF.IRelation=} [properties] Properties to set",99
javascript,summernote/summernote,src/js/base/core/env.js,isFontInstalled,"function isFontInstalled(fontName) {
  const testFontName = fontName === 'Comic Sans MS' ? 'Courier New' : 'Comic Sans MS';
  const testText = 'mmmmmmmmmmwwwww';
  const testSize = '200px';

  var canvas = document.createElement('canvas');
  var context = canvas.getContext('2d');

  context.font = testSize + "" '"" + testFontName + ""'"";
  const originalWidth = context.measureText(testText).width;

  context.font = testSize + "" '"" + fontName + ""', '"" + testFontName + ""'"";
  const width = context.measureText(testText).width;

  return originalWidth !== width;
}","eslint-disable-line 
returns whether font is installed or not.

@param {String} fontName
@return {Boolean}",105
javascript,LivePersonInc/chronosjs,src/courier/PostMessageChannel.js,postMessage,"function postMessage(message, target, force) {
            var consumer;
            var parsed;

            if (!this.disposed) {
                try {
                    if (message) {
                        if (this.ready || force) {
                            // Post the message
                            consumer = target || this.receiver;
                            parsed = _prepareMessage.call(this, message);
                            consumer.postMessage(parsed);
                            return true;
                        }
                        else if (this.maxConcurrency >= this.messageQueue.length) {
                            // Need to delay/queue messages till target is ready
                            this.messageQueue.push(message);
                            return true;
                        }
                        else {
                            return false;
                        }
                    }
                }
                catch(ex) {
                    /* istanbul ignore next  */
                    PostMessageUtilities.log(""Error while trying to post the message"", ""ERROR"", ""PostMessageChannel"");
                    return false;
                }
            }
        }","Method to post the message to the target
@param {Object} message - the message to post
@param {Object} [target] - optional target for post
@param {Boolean} [force = false] - force post even if not ready",130
javascript,S3bb1/ah-dashboard-plugin,public/dashboard/bower_components/fancytree/dist/jquery.fancytree-all.js,,"function(setFocus) {
		var node = this.activeNode;
		if( node ) {
			this.activeNode = null; // Force re-activating
			node.setActive();
			if( setFocus ){
				node.setFocus();
			}
		}
	}",Re-fire beforeActivate and activate events.,44
